Rk,Team,Date▲,PTS,,Opp,Result,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS
155,UTA,2024-02-15,137,,GSW,L 137-140,240,43,93,.462,21,44,.477,22,49,.449,29,32,.906,137,49,92,.533,29,50,.580,20,42,.476,22,28,.786,140
156,GSW,2024-02-15,140,@,UTA,W 140-137,240,49,92,.533,29,50,.580,20,42,.476,22,28,.786,140,43,93,.462,21,44,.477,22,49,.449,29,32,.906,137
157,OKC,2024-02-23,147,,WAS,W 147-106,240,55,92,.598,35,52,.673,20,40,.500,17,21,.810,147,41,104,.394,32,66,.485,9,38,.237,15,21,.714,106
158,IND,2024-02-25,133,,DAL,W 133-111,240,52,93,.559,38,57,.667,14,36,.389,15,17,.882,133,41,87,.471,27,56,.482,14,31,.452,15,21,.714,111
159,CHI,2024-02-28,132,,CLE,W 132-123 (2OT),290,44,110,.400,31,73,.425,13,37,.351,31,38,.816,132,45,104,.433,23,50,.460,22,54,.407,11,19,.579,123
160,DAL,2024-02-28,136,@,TOR,W 136-125,240,52,96,.542,37,53,.698,15,43,.349,17,21,.810,136,46,98,.469,33,63,.524,13,35,.371,20,30,.667,125
161,SAS,2024-02-29,132,,OKC,W 132-118,240,48,91,.527,29,52,.558,19,39,.487,17,20,.850,132,44,89,.494,35,58,.603,9,31,.290,21,22,.955,118
162,LAL,2024-02-29,134,,WAS,W 134-131 (OT),265,53,101,.525,45,78,.577,8,23,.348,20,24,.833,134,52,102,.510,35,61,.574,17,41,.415,10,12,.833,131
163,BOS,2024-03-01,138,,DAL,W 138-110,240,52,94,.553,31,51,.608,21,43,.488,13,13,1.000,138,44,94,.468,35,60,.583,9,34,.265,13,18,.722,110
164,LAC,2024-03-01,140,,WAS,W 140-115,240,54,94,.574,41,62,.661,13,32,.406,19,25,.760,140,46,98,.469,34,64,.531,12,34,.353,11,15,.733,115
165,BOS,2024-03-03,140,,GSW,W 140-88,240,53,96,.552,28,47,.596,25,49,.510,9,11,.818,140,36,92,.391,29,51,.569,7,41,.171,9,13,.692,88
166,IND,2024-03-05,137,@,DAL,W 137-120,240,50,93,.538,32,54,.593,18,39,.462,19,24,.792,137,45,93,.484,32,54,.593,13,39,.333,17,21,.810,120
167,NOP,2024-03-05,139,@,TOR,W 139-98,240,53,105,.505,29,56,.518,24,49,.490,9,11,.818,139,36,93,.387,23,49,.469,13,44,.295,13,22,.591,98
168,DEN,2024-03-09,142,,UTA,W 142-121,240,55,83,.663,36,51,.706,19,32,.594,13,16,.813,142,47,94,.500,39,68,.574,8,26,.308,19,25,.760,121
169,DAL,2024-03-09,142,@,DET,W 142-124,240,51,92,.554,37,54,.685,14,38,.368,26,32,.813,142,45,99,.455,32,62,.516,13,37,.351,21,25,.840,124
170,CHI,2024-03-13,132,@,IND,W 132-129 (OT),265,48,92,.522,38,64,.594,10,28,.357,26,32,.813,132,46,99,.465,32,54,.593,14,45,.311,23,28,.821,129
171,HOU,2024-03-14,135,,WAS,W 135-119,240,51,87,.586,39,59,.661,12,28,.429,21,24,.875,135,46,93,.495,34,55,.618,12,38,.316,15,19,.789,119
172,MIL,2024-03-17,140,,PHO,W 140-129,240,51,94,.543,27,53,.509,24,41,.585,14,14,1.000,140,51,87,.586,37,54,.685,14,33,.424,13,15,.867,129
173,LAL,2024-03-18,136,,ATL,W 136-105,240,52,90,.578,37,54,.685,15,36,.417,17,20,.850,136,42,98,.429,33,57,.579,9,41,.220,12,15,.800,105
174,HOU,2024-03-19,137,@,WAS,W 137-114,240,47,91,.516,34,52,.654,13,39,.333,30,36,.833,137,42,98,.429,27,59,.458,15,39,.385,15,20,.750,114
175,GSW,2024-03-20,137,,MEM,W 137-116,240,58,100,.580,39,61,.639,19,39,.487,2,6,.333,137,42,96,.438,24,47,.511,18,49,.367,14,18,.778,116
176,ATL,2024-03-23,132,,CHO,W 132-91,240,50,90,.556,30,48,.625,20,42,.476,12,14,.857,132,35,84,.417,24,45,.533,11,39,.282,10,14,.714,91
177,HOU,2024-03-23,147,,UTA,W 147-119,240,54,97,.557,27,48,.563,27,49,.551,12,14,.857,147,40,89,.449,29,52,.558,11,37,.297,28,33,.848,119
178,IND,2024-03-24,145,@,LAL,L 145-150,240,59,107,.551,41,71,.577,18,36,.500,9,16,.563,145,50,89,.562,38,64,.594,12,25,.480,38,43,.884,150
179,LAL,2024-03-24,150,,IND,W 150-145,240,50,89,.562,38,64,.594,12,25,.480,38,43,.884,150,59,107,.551,41,71,.577,18,36,.500,9,16,.563,145
180,IND,2024-03-25,133,@,LAC,W 133-116,240,50,86,.581,33,58,.569,17,28,.607,16,22,.727,133,46,85,.541,40,65,.615,6,20,.300,18,22,.818,116
181,DAL,2024-03-26,132,@,SAC,W 132-96,240,51,92,.554,29,53,.547,22,39,.564,8,13,.615,132,35,90,.389,24,60,.400,11,30,.367,15,19,.789,96
182,HOU,2024-03-27,132,@,OKC,W 132-126 (OT),265,50,104,.481,35,61,.574,15,43,.349,17,23,.739,132,47,96,.490,33,58,.569,14,38,.368,18,24,.750,126
183,LAL,2024-03-27,136,@,MEM,W 136-124,240,45,81,.556,27,48,.563,18,33,.545,28,35,.800,136,46,97,.474,29,54,.537,17,43,.395,15,19,.789,124
184,NYK,2024-03-27,145,@,TOR,W 145-101,240,55,94,.585,33,50,.660,22,44,.500,13,16,.813,145,39,84,.464,28,53,.528,11,31,.355,12,13,.923,101
185,MIA,2024-03-29,142,,POR,W 142-82,240,54,92,.587,33,53,.623,21,39,.538,13,18,.722,142,35,87,.402,30,57,.526,5,30,.167,7,11,.636,82
186,PHI,2024-03-31,135,@,TOR,W 135-120,240,49,83,.590,25,40,.625,24,43,.558,13,16,.813,135,47,90,.522,36,60,.600,11,30,.367,15,20,.750,120
187,IND,2024-04-01,133,,BRK,W 133-111,240,53,103,.515,40,72,.556,13,31,.419,14,17,.824,133,41,87,.471,31,61,.508,10,26,.385,19,28,.679,111
188,MIN,2024-04-03,133,,TOR,W 133-85,240,49,96,.510,29,53,.547,20,43,.465,15,22,.682,133,33,90,.367,26,60,.433,7,30,.233,12,14,.857,85
189,BOS,2024-04-03,135,,OKC,W 135-100,240,50,92,.543,33,52,.635,17,40,.425,18,19,.947,135,35,81,.432,30,57,.526,5,24,.208,25,28,.893,100
190,GSW,2024-04-04,133,@,HOU,W 133-110,240,47,80,.588,30,45,.667,17,35,.486,22,25,.880,133,36,86,.419,24,46,.522,12,40,.300,26,30,.867,110
191,DEN,2024-04-06,142,,ATL,W 142-110,240,53,88,.602,30,47,.638,23,41,.561,13,16,.813,142,37,87,.425,25,50,.500,12,37,.324,24,29,.828,110
192,PHI,2024-04-07,133,@,SAS,W 133-126 (2OT),290,52,114,.456,40,75,.533,12,39,.308,17,19,.895,133,44,98,.449,28,54,.519,16,44,.364,22,26,.846,126
193,HOU,2024-04-07,136,@,DAL,L 136-147 (OT),265,46,93,.495,29,52,.558,17,41,.415,27,35,.771,136,46,85,.541,31,46,.674,15,39,.385,40,45,.889,147
194,DAL,2024-04-07,147,,HOU,W 147-136 (OT),265,46,85,.541,31,46,.674,15,39,.385,40,45,.889,147,46,93,.495,29,52,.558,17,41,.415,27,35,.771,136
195,GSW,2024-04-09,134,@,LAL,W 134-120,240,47,80,.588,21,39,.538,26,41,.634,14,21,.667,134,44,96,.458,32,61,.525,12,35,.343,20,24,.833,120
196,IND,2024-04-09,140,@,TOR,W 140-123,240,54,99,.545,38,54,.704,16,45,.356,16,23,.696,140,47,94,.500,42,73,.575,5,21,.238,24,33,.727,123
197,NOP,2024-04-11,135,@,SAC,W 135-123,240,49,86,.570,27,46,.587,22,40,.550,15,18,.833,135,46,84,.548,30,46,.652,16,38,.421,15,20,.750,123
198,BOS,2024-04-14,132,,WAS,W 132-122,240,51,89,.573,35,57,.614,16,32,.500,14,21,.667,132,49,103,.476,35,65,.538,14,38,.368,10,10,1.000,122
199,OKC,2024-04-14,135,,DAL,W 135-86,240,54,97,.557,40,63,.635,14,34,.412,13,16,.813,135,32,97,.330,24,58,.414,8,39,.205,14,17,.824,86
200,IND,2024-04-14,157,,ATL,W 157-115,240,65,100,.650,46,64,.719,19,36,.528,8,10,.800,157,39,89,.438,27,53,.509,12,36,.333,25,27,.926,115
201,UTA,2024-01-08,132,@,MIL,W 132-116,240,47,90,.522,27,46,.587,20,44,.455,18,22,.818,132,42,94,.447,25,58,.431,17,36,.472,15,19,.789,116
202,DAL,2023-12-30,132,@,GSW,W 132-122,240,49,88,.557,33,48,.688,16,40,.400,18,22,.818,132,47,103,.456,28,55,.509,19,48,.396,9,13,.692,122
203,TOR,2023-12-27,132,@,WAS,W 132-102,240,52,91,.571,37,53,.698,15,38,.395,13,19,.684,132,42,90,.467,34,57,.596,8,33,.242,10,15,.667,102
204,GSW,2023-12-19,132,,BOS,W 132-126 (OT),265,50,109,.459,30,59,.508,20,50,.400,12,14,.857,132,47,114,.412,30,56,.536,17,58,.293,15,17,.882,126
205,MIL,2023-12-19,132,,SAS,W 132-119,240,50,106,.472,32,57,.561,18,49,.367,14,18,.778,132,46,96,.479,37,66,.561,9,30,.300,18,21,.857,119
206,LAC,2023-12-11,132,,POR,W 132-127,240,49,89,.551,36,55,.655,13,34,.382,21,22,.955,132,43,90,.478,24,50,.480,19,40,.475,22,26,.846,127
207,MIL,2023-12-02,132,,ATL,W 132-121,240,53,89,.596,39,56,.696,14,33,.424,12,15,.800,132,45,101,.446,30,63,.476,15,38,.395,16,21,.762,121
208,IND,2023-11-30,132,@,MIA,L 132-142,240,50,98,.510,39,55,.709,11,43,.256,21,32,.656,132,48,86,.558,40,65,.615,8,21,.381,38,45,.844,142
209,DEN,2023-11-26,132,,SAS,W 132-120,240,50,89,.562,38,61,.623,12,28,.429,20,25,.800,132,42,93,.452,28,56,.500,14,37,.378,22,26,.846,120
210,TOR,2023-11-22,132,@,IND,W 132-131,240,48,90,.533,37,63,.587,11,27,.407,25,30,.833,132,50,91,.549,32,52,.615,18,39,.462,13,16,.813,131
211,MIL,2023-11-18,132,,DAL,W 132-125,240,49,94,.521,32,49,.653,17,45,.378,17,20,.850,132,51,103,.495,35,56,.625,16,47,.340,7,10,.700,125
212,IND,2023-11-14,132,@,PHI,W 132-126,240,48,93,.516,35,56,.625,13,37,.351,23,33,.697,132,43,86,.500,37,64,.578,6,22,.273,34,35,.971,126
213,SAC,2023-11-13,132,,CLE,W 132-120,240,49,83,.590,29,41,.707,20,42,.476,14,22,.636,132,45,91,.495,29,56,.518,16,35,.457,14,17,.824,120
214,WAS,2023-11-08,132,@,CHO,W 132-116,240,47,97,.485,29,54,.537,18,43,.419,20,25,.800,132,41,79,.519,33,54,.611,8,25,.320,26,35,.743,116
215,SAS,2023-11-02,132,@,PHO,W 132-121,240,51,98,.520,33,61,.541,18,37,.486,12,13,.923,132,43,80,.538,27,48,.563,16,32,.500,19,26,.731,121
216,SAC,2023-10-29,132,,LAL,W 132-127 (OT),265,49,104,.471,32,56,.571,17,48,.354,17,24,.708,132,43,98,.439,28,53,.528,15,45,.333,26,34,.765,127
217,BOS,2024-04-12,131,,CHO,W 131-98,240,54,104,.519,40,63,.635,14,41,.341,9,13,.692,131,32,76,.421,17,41,.415,15,35,.429,19,22,.864,98
218,LAC,2024-04-05,131,,UTA,W 131-102,240,51,91,.560,38,56,.679,13,35,.371,16,18,.889,131,35,91,.385,26,61,.426,9,30,.300,23,29,.793,102
219,PHO,2024-03-23,131,@,SAS,W 131-106,240,56,94,.596,45,70,.643,11,24,.458,8,10,.800,131,40,85,.471,31,52,.596,9,33,.273,17,21,.810,106
220,SAC,2024-03-07,131,,SAS,W 131-129,240,52,102,.510,42,70,.600,10,32,.313,17,18,.944,131,46,91,.505,30,58,.517,16,33,.485,21,21,1.000,129
221,WAS,2024-02-29,131,@,LAL,L 131-134 (OT),265,52,102,.510,35,61,.574,17,41,.415,10,12,.833,131,53,101,.525,45,78,.577,8,23,.348,20,24,.833,134
222,GSW,2024-02-08,131,@,IND,W 131-109,240,52,93,.559,35,61,.574,17,32,.531,10,13,.769,131,39,81,.481,27,50,.540,12,31,.387,19,27,.704,109
223,BOS,2024-02-04,131,,MEM,W 131-91,240,48,99,.485,29,48,.604,19,51,.373,16,18,.889,131,35,92,.380,24,54,.444,11,38,.289,10,12,.833,91
224,DAL,2024-01-29,131,,ORL,W 131-129,240,43,69,.623,30,42,.714,13,27,.481,32,43,.744,131,45,88,.511,27,50,.540,18,38,.474,21,28,.750,129
225,PHO,2024-01-26,131,@,IND,L 131-133,240,51,89,.573,38,59,.644,13,30,.433,16,18,.889,131,58,109,.532,50,83,.602,8,26,.308,9,15,.600,133
226,HOU,2024-01-24,131,,POR,L 131-137 (OT),265,50,94,.532,38,58,.655,12,36,.333,19,22,.864,131,50,98,.510,35,63,.556,15,35,.429,22,24,.917,137
227,SAS,2024-01-20,131,@,WAS,W 131-127,240,51,96,.531,39,65,.600,12,31,.387,17,23,.739,131,49,103,.476,40,74,.541,9,29,.310,20,23,.870,127
228,CHI,2024-01-12,131,,GSW,L 131-140,240,50,86,.581,32,46,.696,18,40,.450,13,16,.813,131,49,94,.521,29,47,.617,20,47,.426,22,30,.733,140
229,SAC,2024-01-09,131,@,DET,W 131-110,240,54,94,.574,41,61,.672,13,33,.394,10,14,.714,131,40,85,.471,26,48,.542,14,37,.378,16,21,.762,110
230,TOR,2024-01-09,131,@,LAL,L 131-132,240,53,94,.564,36,59,.610,17,35,.486,8,13,.615,131,44,81,.543,28,45,.622,16,36,.444,28,36,.778,132
231,BOS,2024-01-08,131,@,IND,L 131-133,240,47,90,.522,30,55,.545,17,35,.486,20,29,.690,131,48,91,.527,29,51,.569,19,40,.475,18,22,.818,133
232,DEN,2024-01-07,131,,DET,W 131-114,240,47,80,.588,37,53,.698,10,27,.370,27,31,.871,131,42,89,.472,33,65,.508,9,24,.375,21,30,.700,114
233,LAC,2024-01-03,131,@,PHO,W 131-122,240,42,76,.553,24,42,.571,18,34,.529,29,32,.906,131,42,79,.532,27,44,.614,15,35,.429,23,26,.885,122
234,PHI,2023-12-29,131,@,HOU,W 131-127,240,45,86,.523,33,53,.623,12,33,.364,29,33,.879,131,49,91,.538,35,61,.574,14,30,.467,15,21,.714,127
235,WAS,2023-12-18,131,@,SAC,L 131-143,240,44,85,.518,26,47,.553,18,38,.474,25,30,.833,131,53,100,.530,36,57,.632,17,43,.395,20,26,.769,143
236,DAL,2023-12-16,131,@,POR,W 131-120,240,48,97,.495,32,50,.640,16,47,.340,19,21,.905,131,47,94,.500,40,62,.645,7,32,.219,19,22,.864,120
237,IND,2023-12-11,131,@,DET,W 131-123,240,52,92,.565,39,61,.639,13,31,.419,14,19,.737,131,45,81,.556,35,52,.673,10,29,.345,23,30,.767,123
238,SAC,2023-12-11,131,,BRK,W 131-118,240,48,94,.511,23,49,.469,25,45,.556,10,14,.714,131,42,88,.477,28,59,.475,14,29,.483,20,21,.952,118
239,PHI,2023-12-06,131,@,WAS,W 131-126,240,47,92,.511,39,65,.600,8,27,.296,29,34,.853,131,52,92,.565,38,57,.667,14,35,.400,8,8,1.000,126
240,LAC,2023-11-29,131,@,SAC,W 131-117,240,50,93,.538,36,65,.554,14,28,.500,17,22,.773,131,40,86,.465,27,45,.600,13,41,.317,24,28,.857,117
241,MIL,2023-11-28,131,@,MIA,W 131-124,240,47,88,.534,34,53,.642,13,35,.371,24,27,.889,131,48,94,.511,34,64,.531,14,30,.467,14,21,.667,124
242,MIL,2023-11-24,131,,WAS,W 131-128,240,48,92,.522,39,61,.639,9,31,.290,26,33,.788,131,48,100,.480,33,63,.524,15,37,.405,17,21,.810,128
243,IND,2023-11-22,131,,TOR,L 131-132,240,50,91,.549,32,52,.615,18,39,.462,13,16,.813,131,48,90,.533,37,63,.587,11,27,.407,25,30,.833,132
244,LAL,2023-11-21,131,,UTA,W 131-99,240,49,86,.570,38,57,.667,11,29,.379,22,27,.815,131,38,98,.388,27,54,.500,11,44,.250,12,16,.750,99
245,PHO,2023-11-17,131,@,UTA,W 131-128,240,45,86,.523,27,53,.509,18,33,.545,23,26,.885,131,43,85,.506,27,49,.551,16,36,.444,26,31,.839,128
246,NOP,2023-11-14,131,,DAL,W 131-110,240,49,94,.521,35,56,.625,14,38,.368,19,26,.731,131,38,90,.422,24,48,.500,14,42,.333,20,26,.769,110
247,DAL,2024-04-09,130,@,CHO,W 130-104,240,50,93,.538,33,43,.767,17,50,.340,13,20,.650,130,39,89,.438,29,57,.509,10,32,.313,16,21,.762,104
248,MIN,2024-04-09,130,,WAS,W 130-121,240,43,90,.478,25,49,.510,18,41,.439,26,32,.813,130,44,89,.494,24,46,.522,20,43,.465,13,17,.765,121
249,TOR,2024-04-07,130,,WAS,W 130-122,240,49,96,.510,38,65,.585,11,31,.355,21,28,.750,130,42,89,.472,26,49,.531,16,40,.400,22,30,.733,122
250,DEN,2024-03-31,130,,CLE,W 130-101,240,50,87,.575,29,54,.537,21,33,.636,9,13,.692,130,38,82,.463,30,57,.526,8,25,.320,17,21,.810,101
251,LAC,2024-03-31,130,@,CHO,W 130-118,240,43,75,.573,29,46,.630,14,29,.483,30,34,.882,130,44,88,.500,21,36,.583,23,52,.442,7,11,.636,118
252,SAS,2024-03-29,130,,NYK,W 130-126 (OT),265,44,82,.537,28,42,.667,16,40,.400,26,32,.813,130,51,110,.464,37,73,.507,14,37,.378,10,12,.833,126
253,BOS,2024-03-17,130,@,WAS,W 130-104,240,43,87,.494,19,37,.514,24,50,.480,20,24,.833,130,41,89,.461,31,55,.564,10,34,.294,12,14,.857,104
254,SAC,2024-03-06,130,@,LAL,W 130-120,240,54,97,.557,42,66,.636,12,31,.387,10,12,.833,130,42,81,.519,27,49,.551,15,32,.469,21,25,.840,120
255,TOR,2024-02-26,130,@,IND,W 130-122,240,53,96,.552,41,68,.603,12,28,.429,12,17,.706,130,46,100,.460,33,58,.569,13,42,.310,17,23,.739,122
256,DEN,2024-02-22,130,,WAS,W 130-110,240,56,101,.554,49,70,.700,7,31,.226,11,15,.733,130,40,104,.385,23,66,.348,17,38,.447,13,23,.565,110
257,LAC,2024-02-14,130,@,GSW,W 130-125,240,44,88,.500,31,50,.620,13,38,.342,29,37,.784,130,47,103,.456,29,56,.518,18,47,.383,13,18,.722,125
258,PHO,2024-02-13,130,,SAC,W 130-125,240,44,85,.518,31,54,.574,13,31,.419,29,36,.806,130,49,95,.516,40,64,.625,9,31,.290,18,24,.750,125
259,POR,2024-01-29,130,,PHI,W 130-104,240,46,84,.548,34,56,.607,12,28,.429,26,29,.897,130,37,83,.446,32,54,.593,5,29,.172,25,28,.893,104
260,BRK,2024-01-19,130,@,LAL,W 130-112,240,50,95,.526,31,48,.646,19,47,.404,11,14,.786,130,40,90,.444,28,57,.491,12,33,.364,20,24,.833,112
261,SAS,2024-01-10,130,@,DET,W 130-108,240,49,94,.521,40,67,.597,9,27,.333,23,27,.852,130,44,96,.458,34,64,.531,10,32,.313,10,13,.769,108
262,TOR,2024-01-05,130,@,SAC,L 130-135,240,47,87,.540,34,50,.680,13,37,.351,23,27,.852,130,52,100,.520,31,62,.500,21,38,.553,10,15,.667,135
263,DEN,2024-01-04,130,@,GSW,W 130-127,240,48,85,.565,39,59,.661,9,26,.346,25,29,.862,130,49,90,.544,34,54,.630,15,36,.417,14,16,.875,127
264,MIL,2024-01-03,130,@,IND,L 130-142,240,46,92,.500,32,55,.582,14,37,.378,24,32,.750,130,50,90,.556,36,55,.655,14,35,.400,28,34,.824,142
265,ATL,2023-12-31,130,@,WAS,W 130-126,240,47,95,.495,35,63,.556,12,32,.375,24,37,.649,130,46,98,.469,29,45,.644,17,53,.321,17,21,.810,126
266,UTA,2023-12-26,130,@,SAS,W 130-118,240,47,95,.495,31,52,.596,16,43,.372,20,22,.909,130,44,98,.449,28,63,.444,16,35,.457,14,21,.667,118
267,POR,2023-12-26,130,,SAC,W 130-113,240,49,98,.500,33,58,.569,16,40,.400,16,20,.800,130,45,93,.484,35,51,.686,10,42,.238,13,16,.813,113
268,MIL,2023-12-23,130,@,NYK,W 130-111,240,48,91,.527,32,59,.542,16,32,.500,18,23,.783,130,41,93,.441,32,64,.500,9,29,.310,20,21,.952,111
269,ATL,2023-12-18,130,,DET,W 130-124,240,46,85,.541,30,49,.612,16,36,.444,22,27,.815,130,48,94,.511,39,72,.542,9,22,.409,19,27,.704,124
270,DEN,2023-12-18,130,,DAL,W 130-104,240,49,87,.563,35,61,.574,14,26,.538,18,22,.818,130,41,92,.446,28,54,.519,13,38,.342,9,19,.474,104
271,HOU,2023-12-18,130,@,CLE,L 130-135 (OT),265,47,102,.461,35,69,.507,12,33,.364,24,27,.889,130,47,97,.485,28,49,.571,19,48,.396,22,34,.647,135
272,TOR,2023-12-11,130,@,NYK,L 130-136,240,47,96,.490,33,57,.579,14,39,.359,22,30,.733,130,52,86,.605,35,57,.614,17,29,.586,15,23,.652,136
273,ORL,2023-12-01,130,,WAS,W 130-125,240,46,89,.517,34,58,.586,12,31,.387,26,33,.788,130,45,89,.506,32,61,.525,13,28,.464,22,31,.710,125
274,ORL,2023-11-26,130,,CHO,W 130-117,240,47,87,.540,37,60,.617,10,27,.370,26,33,.788,130,44,83,.530,31,53,.585,13,30,.433,16,25,.640,117
275,OKC,2023-11-18,130,@,GSW,W 130-123 (OT),265,52,100,.520,44,77,.571,8,23,.348,18,20,.900,130,44,97,.454,26,51,.510,18,46,.391,17,21,.810,123
276,MIL,2023-11-17,130,@,CHO,W 130-99,240,49,89,.551,27,44,.614,22,45,.489,10,13,.769,130,37,91,.407,31,65,.477,6,26,.231,19,22,.864,99
277,DAL,2023-11-15,130,@,WAS,W 130-117,240,48,92,.522,31,50,.620,17,42,.405,17,29,.586,130,43,89,.483,31,53,.585,12,36,.333,19,23,.826,117
278,CHI,2023-11-06,130,,UTA,W 130-113,240,48,93,.516,30,59,.508,18,34,.529,16,19,.842,130,41,86,.477,25,43,.581,16,43,.372,15,17,.882,113
279,ATL,2023-11-01,130,,WAS,W 130-121,240,46,92,.500,37,60,.617,9,32,.281,29,32,.906,130,51,101,.505,41,61,.672,10,40,.250,9,14,.643,121
280,LAL,2023-11-01,130,,LAC,W 130-125 (OT),265,46,90,.511,35,58,.603,11,32,.344,27,36,.750,130,47,99,.475,33,65,.508,14,34,.412,17,27,.630,125
281,TOR,2023-11-01,130,,MIL,W 130-111,240,51,91,.560,36,53,.679,15,38,.395,13,14,.929,130,35,76,.461,22,42,.524,13,34,.382,28,38,.737,111
282,GSW,2023-10-30,130,@,NOP,W 130-102,240,51,98,.520,36,57,.632,15,41,.366,13,20,.650,130,38,93,.409,28,54,.519,10,39,.256,16,26,.615,102
283,SAC,2023-10-25,130,@,UTA,W 130-114,240,47,102,.461,28,51,.549,19,51,.373,17,20,.850,130,41,91,.451,32,63,.508,9,28,.321,23,31,.742,114
284,CHI,2024-04-12,129,@,WAS,W 129-127,240,48,98,.490,34,63,.540,14,35,.400,19,28,.679,129,45,86,.523,27,43,.628,18,43,.419,19,29,.655,127
285,CLE,2024-04-12,129,,IND,W 129-120,240,50,95,.526,37,63,.587,13,32,.406,16,23,.696,129,46,89,.517,37,57,.649,9,32,.281,19,22,.864,120
286,CLE,2024-04-02,129,@,UTA,W 129-113,240,46,85,.541,30,46,.652,16,39,.410,21,24,.875,129,41,85,.482,25,48,.521,16,37,.432,15,18,.833,113
287,BOS,2024-03-22,129,@,DET,W 129-102,240,47,89,.528,31,44,.705,16,45,.356,19,27,.704,129,42,83,.506,33,52,.635,9,31,.290,9,13,.692,102
288,PHO,2024-03-17,129,@,MIL,L 129-140,240,51,87,.586,37,54,.685,14,33,.424,13,15,.867,129,51,94,.543,27,53,.509,24,41,.585,14,14,1.000,140
289,IND,2024-03-13,129,,CHI,L 129-132 (OT),265,46,99,.465,32,54,.593,14,45,.311,23,28,.821,129,48,92,.522,38,64,.594,10,28,.357,26,32,.813,132
290,SAC,2024-03-12,129,,MIL,W 129-94,240,49,92,.533,31,52,.596,18,40,.450,13,16,.813,129,30,82,.366,23,43,.535,7,39,.179,27,35,.771,94
291,SAS,2024-03-07,129,@,SAC,L 129-131,240,46,91,.505,30,58,.517,16,33,.485,21,21,1.000,129,52,102,.510,42,70,.600,10,32,.313,17,18,.944,131
292,NOP,2024-03-01,129,,IND,W 129-102,240,48,86,.558,33,54,.611,15,32,.469,18,26,.692,129,40,95,.421,30,63,.476,10,32,.313,12,18,.667,102
293,BOS,2024-02-22,129,@,CHI,W 129-112,240,45,83,.542,22,36,.611,23,47,.489,16,21,.762,129,44,94,.468,34,66,.515,10,28,.357,14,16,.875,112
294,IND,2024-02-22,129,,DET,W 129-115,240,50,94,.532,37,64,.578,13,30,.433,16,19,.842,129,47,89,.528,35,59,.593,12,30,.400,9,18,.500,115
295,OKC,2024-02-22,129,,LAC,W 129-107,240,50,90,.556,33,55,.600,17,35,.486,12,17,.706,129,42,93,.452,30,61,.492,12,32,.375,11,13,.846,107
296,GSW,2024-02-12,129,@,UTA,W 129-107,240,48,100,.480,28,56,.500,20,44,.455,13,17,.765,129,41,92,.446,30,60,.500,11,32,.344,14,16,.875,107
297,WAS,2024-02-09,129,@,BOS,L 129-133,240,45,95,.474,25,48,.521,20,47,.426,19,21,.905,129,48,92,.522,37,58,.638,11,34,.324,26,28,.929,133
298,PHO,2024-02-08,129,,UTA,W 129-115,240,52,88,.591,38,59,.644,14,29,.483,11,16,.688,129,41,94,.436,29,59,.492,12,35,.343,21,31,.677,115
299,MIN,2024-02-08,129,@,MIL,W 129-105,240,48,87,.552,27,46,.587,21,41,.512,12,16,.750,129,40,81,.494,26,48,.542,14,33,.424,11,16,.688,105
300,HOU,2024-02-06,129,@,IND,L 129-132,240,50,97,.515,38,72,.528,12,25,.480,17,23,.739,129,54,86,.628,39,54,.722,15,32,.469,9,14,.643,132
301,CHI,2024-02-06,129,,MIN,W 129-123 (OT),265,45,93,.484,33,63,.524,12,30,.400,27,32,.844,129,42,92,.457,22,47,.468,20,45,.444,19,26,.731,123
302,MIL,2024-02-03,129,@,DAL,W 129-117,240,50,88,.568,38,58,.655,12,30,.400,17,25,.680,129,40,81,.494,24,42,.571,16,39,.410,21,23,.913,117
303,ATL,2024-02-02,129,,PHO,W 129-120,240,49,95,.516,32,51,.627,17,44,.386,14,18,.778,129,47,88,.534,33,51,.647,14,37,.378,12,14,.857,120
304,BOS,2024-01-30,129,,IND,W 129-124,240,47,87,.540,30,51,.588,17,36,.472,18,22,.818,129,50,108,.463,38,69,.551,12,39,.308,12,15,.800,124
305,ORL,2024-01-29,129,@,DAL,L 129-131,240,45,88,.511,27,50,.540,18,38,.474,21,28,.750,129,43,69,.623,30,42,.714,13,27,.481,32,43,.744,131
306,UTA,2024-01-18,129,,OKC,L 129-134,240,43,89,.483,30,57,.526,13,32,.406,30,36,.833,129,48,86,.558,34,54,.630,14,32,.438,24,28,.857,134
307,DET,2024-01-15,129,@,WAS,W 129-117,240,50,90,.556,38,59,.644,12,31,.387,17,23,.739,129,44,95,.463,25,54,.463,19,41,.463,10,11,.909,117
308,MIL,2024-01-13,129,,GSW,W 129-118,240,51,94,.543,38,63,.603,13,31,.419,14,17,.824,129,47,98,.480,32,62,.516,15,36,.417,9,14,.643,118
309,NOP,2023-12-31,129,,LAL,W 129-109,240,45,87,.517,28,53,.528,17,34,.500,22,27,.815,129,39,82,.476,29,50,.580,10,32,.313,21,25,.840,109
310,DET,2023-12-30,129,,TOR,W 129-127,240,41,82,.500,29,54,.537,12,28,.429,35,40,.875,129,46,91,.505,34,67,.507,12,24,.500,23,28,.821,127
